Threshold,Precision,Recall,F1
0.3,0.76,0.9344262295081968,0.8382352941176471
0.4,0.8260869565217391,0.9344262295081968,0.8769230769230769
0.5,0.889763779527559,0.9262295081967213,0.9076305220883534
0.6,0.9416666666666667,0.9262295081967213,0.9338842975206612
0.7,1.0,0.8688524590163934,0.9298245614035088
